city,lat,lon,pm25_2021_05_08,pm25_2021_05_09,pm25_2021_05_10,pm25_2021_05_11,pm25_2021_05_12,pm25_2021_05_13,pm25_2021_05_14,pm25_2021_05_15,pm25_2021_05_16,pm25_2021_05_17,pm25_2021_05_18,pm25_2021_05_19,pm25_2021_05_20,pm25_2021_05_21,pm25_2021_05_22,pm25_2021_05_23,pm25_2021_05_24,pm25_2021_05_25,pm25_2021_05_26,pm25_2021_05_27,pm25_2021_05_28,pm25_2021_05_29,pm25_2021_05_30,pm25_2021_05_31,pm25_2021_06_01,pm25_2021_06_02,pm25_2021_06_03,pm25_2021_06_04,pm25_2021_06_05,pm25_2021_06_06,pm25_2021_06_07
Portland,43.6773,-70.2715,0.12208,2.51833,2.02375,4.565,1.18333,1.52,4.2625,6.41792,10.85333,15.19542,27.48,7.93167,5.56958,5.04667,6.3525,9.86792,3.39708,1.25583,5.74792,17.21333,3.95375,1.0025,0.62042,0.87458,0.99375,4.345,15.7275,9.57958,5.0625,10.17417,16.56333,11.84833
SantaBarbara,34.4285,-119.7202,0.16083,8.53708,6.81958,6.56458,6.41167,5.98833,3.77833,3.80625,2.4225,3.4725,3.35458,3.69958,2.58042,2.21333,2.64667,3.05,3.20125,4.57833,4.78542,2.92292,6.63875,7.38208,4.48833,7.32333,8.75375,10.66708,7.74542,4.37708,5.36917,5.5525,5.26917,4.77375
Gainesville,29.6804,-82.3458,0.15917,3.495,6.12167,5.41,4.38375,4.15333,2.90208,5.30917,4.32708,4.45458,4.25917,2.21042,2.22083,3.48042,5.145,2.77917,2.56958,2.89792,4.54167,8.48792,9.45958,7.27542,4.69708,4.33583,5.58542,5.32167,3.07833,4.18083,4.97333,2.35167,4.04917,4.32958
Olympia,47.0417,-122.8959,0.04417,1.20542,2.08583,2.87083,4.01542,5.4025,2.74583,4.71583,3.99667,4.3675,0.73208,1.04375,2.7225,2.09875,3.71583,3.02208,1.27917,1.05042,1.05125,2.03542,2.64958,2.39583,3.07208,7.2675,8.30208,6.51042,5.64083,0.77708,1.33292,2.63833,2.21,1.20625
Frisco,33.1555,-96.8215,0.33708,6.57875,4.1175,2.33125,2.15833,4.70083,4.62458,6.7125,7.72125,5.78375,4.75542,2.82958,1.55875,2.01875,1.85875,3.6125,6.12417,4.37875,2.345,3.72375,5.045,4.22417,4.11875,4.79,6.16792,3.92667,3.97917,3.33417,7.4175,3.67833,4.18208,4.48875
Yonkers,40.9466,-73.8674,0.4325,6.44417,4.41167,2.70292,2.38792,1.96792,4.53208,11.28458,20.88292,21.99292,13.965,10.53667,10.14542,21.06167,20.33167,12.56375,4.28417,1.86833,6.01292,17.71292,4.78083,1.90542,1.10417,0.97458,6.78458,18.53125,15.74708,9.21,8.03542,14.88,20.02208,23.28667
Norwich,41.5495,-72.0882,0.14917,3.20542,4.32875,3.1775,1.98583,1.14667,3.125,4.22125,7.59625,12.70833,12.02792,11.62958,5.59042,5.08333,5.1375,7.545,2.65083,0.89125,2.355,12.52167,7.15875,2.01375,0.78667,0.82583,1.445,18.04625,14.26875,5.75875,7.23958,21.89792,17.24833,13.44208
Glendale,34.1818,-118.2468,0.86833,28.94,28.21958,16.94292,30.87167,30.79875,28.345,26.185,8.74417,4.0925,10.11208,29.2725,27.36667,10.95083,5.28708,7.54,11.7275,11.0325,23.33208,21.33375,26.655,35.39,17.04625,30.34958,29.3075,31.83042,24.76458,28.70667,22.96583,14.92833,9.26792,6.24667
HuntingtonBeach,33.696,-118.0025,0.16333,3.33125,4.91958,4.87333,4.90333,7.63458,6.34583,5.825,1.85125,2.77042,2.64958,2.875,4.5975,3.70375,4.05625,3.26375,5.235,10.91125,6.78875,5.9975,4.28875,4.73083,5.03958,5.44292,6.15875,7.85167,9.51042,3.29583,3.2075,2.64333,2.29375,3.76208
Deltona,28.905,-81.2137,0.27583,4.11792,5.77125,5.17708,4.13375,10.21417,4.18458,4.36917,4.12,3.46375,2.95333,2.21625,2.405,3.49125,5.26375,2.66208,2.30458,3.13708,4.43917,6.2125,6.30875,7.75833,6.04375,5.1875,5.90708,4.20208,1.91125,2.92958,5.07083,5.23333,6.30875,5.63417
Aurora,41.7637,-88.2901,0.1575,3.665,2.78167,4.92667,5.63083,5.72208,6.62625,6.93625,7.56708,10.745,11.4875,11.36542,6.50083,5.26917,6.06625,10.53125,3.87958,10.54167,4.19708,2.60417,3.1225,1.37958,1.58167,9.28542,8.62542,14.7425,17.84458,12.23708,6.77292,8.31875,4.33625,2.46708
Tempe,33.3881,-111.9318,0.27,5.53625,6.09292,4.94125,7.67583,8.38833,8.76,9.21625,5.12083,5.66292,6.70625,7.91042,8.72458,5.71417,4.18875,6.27375,5.15583,7.02667,6.40292,8.57417,8.63042,7.765,4.58208,5.31792,6.98458,4.33708,4.11625,4.77167,6.35042,6.97083,6.74792,5.625
OverlandPark,38.887,-94.6870,0.095,3.58458,2.00208,4.85792,6.5425,3.66042,2.95208,3.23167,4.61292,5.435,4.62208,2.87208,1.37917,1.1875,1.19542,2.4325,4.79,6.24958,2.12292,5.18708,3.29708,1.87375,2.14917,3.4125,5.17083,5.96125,8.49,10.39333,7.17417,4.85125,2.07833,1.62625
GrandPrairie,32.6872,-97.0209,0.63833,5.70375,4.65167,3.13417,3.00458,5.1825,6.41333,5.85625,7.3175,5.66958,5.01792,2.83458,1.83125,3.03833,2.2625,3.2475,5.50625,3.31625,1.605,2.92708,4.08792,5.71875,5.99875,5.05167,6.1475,5.86792,6.14083,5.03125,8.02417,6.44,2.94292,4.09542
SunriseManor,36.1785,-115.0490,0.32875,6.85333,4.44458,4.59875,2.32292,3.88875,7.31875,10.96958,11.6625,8.83625,5.24667,3.53875,12.75125,14.96417,9.31292,4.18958,3.48,3.19583,7.41583,4.76125,7.48792,8.14,9.03792,7.72958,5.72167,10.58458,12.69292,11.00333,10.62125,10.76042,11.73167,9.29583
Waco,31.5598,-97.1881,0.39625,4.82542,6.06875,3.0875,2.01667,4.32792,5.83,6.81417,7.56292,5.19583,5.73625,4.55292,2.08583,5.09,1.98417,2.78208,4.87917,2.70208,1.62625,4.2675,4.45083,3.50833,4.76333,3.93,7.08542,5.33875,4.34792,4.38625,4.43042,3.21292,2.45417,4.06
Salinas,36.6884,-121.6317,0.235,5.83125,4.10417,5.3675,6.89542,9.645,8.85417,3.63917,3.39833,5.07667,2.99708,1.58667,2.1525,2.0175,3.0925,4.10333,2.91125,3.59375,2.63125,4.19333,2.31667,3.40208,5.385,6.88083,7.47125,8.64958,6.20417,2.65125,3.37125,3.68292,4.71,3.7525
Waterbury,41.5583,-73.0361,0.31042,4.31375,4.21,2.53583,1.82667,0.86333,2.16125,2.47875,3.15333,5.35125,6.64667,8.98542,9.61875,8.1775,15.79667,8.67333,3.19125,1.19083,5.00375,17.04917,4.62292,2.37083,0.98292,0.89792,1.52458,9.81875,17.57083,7.12458,4.65583,7.82375,15.08708,25.32042
Clarksville,36.5695,-87.3420,0.11,4.37708,3.98,4.58583,6.88792,1.98583,3.655,5.48,5.95375,7.94208,8.63833,5.88083,5.35875,3.18625,4.34625,9.90583,10.66167,11.34042,10.71,4.70542,5.23208,2.74208,2.24,4.33333,7.05208,10.60458,4.455,3.47708,7.01,6.03125,3.44375,1.31542
CedarRapids,41.9665,-91.6782,0.03917,2.07,2.54958,1.78833,1.25333,3.26625,5.16125,5.3975,5.00958,6.22167,6.02875,7.41625,3.445,3.44958,3.34167,4.05708,2.53917,5.54458,2.66042,2.33042,2.45125,0.81167,1.85875,7.04292,10.55792,8.57875,12.17583,7.19667,6.81917,6.37708,2.78583,1.13042
SiouxFalls,43.5397,-96.7320,0.11875,1.02792,1.03833,9.525,2.74,3.72792,4.40125,4.47833,4.67417,4.41417,3.14167,3.39833,4.92542,1.69708,2.17167,1.46375,1.46208,0.83208,1.95458,1.08083,0.76167,0.76583,1.68083,2.46583,1.85667,1.87333,1.70125,2.76708,3.29625,3.86042,3.58708,2.72583
Huntington,38.4109,-82.4344,0.17083,1.77167,2.54792,4.37,4.5825,1.9675,3.73292,5.15917,7.2625,7.75875,7.60583,6.99375,5.99833,6.03417,7.08208,14.48333,9.39917,5.50917,10.05708,7.43917,6.38208,5.35583,2.03375,2.06292,8.04125,10.28792,9.99583,2.81,10.31917,7.80083,5.17167,3.45375
Ontario,34.0393,-117.6064,0.26833,13.26958,12.13917,8.22458,23.38042,28.20458,23.42542,21.77083,4.69167,2.88333,8.17917,20.95792,20.38458,6.145,5.545,5.50542,13.64292,17.75083,18.055,17.76458,13.42458,17.5975,9.95792,14.61958,15.27333,22.92667,24.48083,16.49542,13.70917,8.52625,5.43458,6.47667
Hagerstown,39.6401,-77.7217,0.19292,2.49583,3.64917,2.355,3.31792,1.50042,2.06542,2.98833,4.16958,6.87583,8.56292,8.685,10.14958,12.2425,7.84125,8.50167,7.82708,3.30083,4.325,8.76417,4.71875,5.84792,1.45292,0.90958,4.73167,8.22667,7.09667,2.50083,2.8075,10.28833,9.89292,6.63458
Erie,42.1168,-80.0733,0.34875,4.0125,2.1775,5.54167,1.25833,2.66833,5.56292,10.21958,15.65417,19.00458,22.02,20.13208,12.47042,17.08042,23.395,15.23875,15.19833,4.66208,12.32583,10.265,2.43875,2.32833,1.83917,5.1875,7.90542,13.3075,12.50042,6.60375,12.235,14.65833,19.43208,12.39458
Vancouver,45.6366,-122.5967,0.07958,2.8375,1.86542,3.53792,4.69,5.28417,3.92458,4.17458,5.07208,4.16667,1.73875,1.14583,2.26292,2.1725,3.78583,2.51958,1.4075,1.72708,1.68125,8.1375,3.74958,3.17208,3.85667,8.20667,10.36917,10.21375,9.55833,1.1325,1.69542,2.36292,3.10958,2.16583
Nampa,43.5845,-116.5631,0.02083,0.535,0.54375,0.5,1.6825,3.2075,2.62667,2.31833,1.36208,1.57708,3.09583,1.44,0.53292,0.50083,0.5,0.505,0.58875,0.72583,1.64667,1.24708,1.85292,0.88375,1.22417,1.46542,1.66917,2.1675,2.7475,3.30875,1.88375,1.33708,1.25667,0.92417
Spartanburg,34.9437,-81.9257,0.08083,3.05625,4.89542,3.60458,4.32708,3.11917,2.88667,4.91833,6.24417,8.75042,10.65708,9.90542,5.69083,3.67042,7.78542,7.94333,8.5875,10.58875,12.69625,12.29125,6.3275,4.87458,2.24833,1.78833,5.54625,6.91833,5.62917,1.88958,2.46833,3.15083,3.75333,2.89833
Gastonia,35.2494,-81.1853,0.07708,2.98583,4.02,4.34667,4.61667,3.505,3.30833,5.92042,6.71167,7.31875,9.61125,9.6575,5.63333,4.07542,7.72417,6.33375,8.56208,9.78625,13.69833,12.56292,7.39583,5.27083,2.21208,1.35042,4.94083,4.96792,3.81083,1.31875,2.16917,3.25583,3.635,2.90833
FortLauderdale,26.1412,-80.1464,0.4075,5.54083,6.25875,4.47583,6.04083,5.42042,6.79958,3.16667,4.39875,3.70417,2.80958,2.77542,3.93458,4.14042,4.49792,3.71,3.17167,2.76,3.39833,6.49583,7.47417,8.37083,6.49208,4.555,4.57167,1.35,2.31917,3.49417,5.27375,6.335,8.16458,6.42667
Lorain,41.4409,-82.1840,0.2125,2.45042,2.31,4.74542,1.65,3.07292,4.50875,6.44833,9.87042,18.11333,16.9125,23.02958,16.11333,13.13917,11.9,9.38167,7.85125,7.59792,7.58167,7.24792,2.29958,2.15875,2.00958,5.6425,8.39958,11.87083,12.2175,5.19333,9.66083,14.13792,10.755,8.04833
Murfreesboro,35.8492,-86.4119,0.13542,3.95,5.085,4.60958,5.21,2.055,2.65625,4.13833,4.69708,8.7075,6.995,5.38292,5.18625,2.57833,6.08542,10.275,11.79875,14.60042,12.67917,4.46042,2.93708,3.10292,2.07583,3.51917,4.88208,8.21208,6.14,2.71542,6.11792,3.79333,4.47292,0.70917
HighPoint,35.9907,-79.9938,0.085,1.99708,2.62167,4.94375,5.35583,3.33667,3.2675,7.31875,6.77542,7.19917,11.25542,7.90875,6.015,4.71917,7.55542,7.75625,9.11292,8.07167,11.88167,14.27708,5.82042,6.48917,1.98542,1.51333,7.17125,6.11208,3.185,1.65125,2.59167,5.38042,3.72542,2.995
NewportNews,37.1051,-76.5185,0.19583,2.82542,3.77833,5.4675,5.21042,3.1675,4.62333,7.97083,6.06458,5.39292,5.75167,3.33375,6.77,7.17125,4.33875,5.66458,9.4875,7.34,4.63292,13.84042,11.45917,12.67542,4.97375,0.84958,3.40958,4.44542,4.73292,1.17167,0.78958,4.73417,5.14708,3.74208
RanchoCucamonga,34.1248,-117.5666,0.76833,16.88542,26.45792,19.70375,32.56708,34.40333,23.94583,24.6675,9.98542,3.57875,15.28917,29.32417,35.80792,9.84,4.30583,11.37542,18.26167,11.96458,19.29625,18.52417,26.69292,37.15167,27.97667,18.07083,26.70833,28.0475,29.38458,26.13542,16.31583,11.84083,9.36042,6.24958
Hemet,33.7341,-116.9969,0.14583,8.35,12.0825,8.35958,20.55375,29.56292,26.34167,18.42625,4.81542,1.49375,9.78208,17.25625,14.83792,3.69542,4.76083,2.66083,9.5375,17.74958,11.46542,6.22042,7.04917,9.59417,5.71583,9.76958,16.11042,20.29542,19.53208,11.88292,7.32167,5.67583,3.46208,2.65292
SantaCruz,36.9789,-122.0346,0.11542,3.31625,2.26125,4.57375,10.5675,7.3625,4.19958,3.14458,4.4375,4.68,2.47042,1.13375,1.59583,1.0525,1.95208,4.21083,2.83167,2.3425,1.41208,3.59458,1.74667,3.915,5.28458,6.51125,7.98958,7.46708,3.905,2.45458,2.79042,3.62167,4.30667,3.30042
Danbury,41.4016,-73.4710,0.33667,4.41708,3.86833,2.33417,2.03333,0.765,1.98083,3.55292,6.16667,8.1325,11.095,10.11083,12.31667,14.54375,20.23917,9.625,3.69417,1.30708,6.01,17.05833,4.48917,2.06833,0.96375,0.82125,1.57542,9.29292,15.8525,7.88583,4.495,8.84625,15.62208,20.84875
Peoria,33.7844,-112.2989,0.24583,5.69083,6.06875,4.94917,8.75,8.5825,9.00375,14.37625,5.7025,6.72292,6.35125,8.46208,8.57792,6.79875,3.74958,6.17917,1.99375,2.42167,5.57125,8.77583,10.045,7.35875,5.34292,11.40917,7.755,4.83292,4.71125,5.0,5.97167,8.27042,7.55,6.7225
Oceanside,33.2247,-117.3083,0.14083,3.7975,5.41375,4.85583,5.34542,5.23958,7.0925,6.02542,2.09417,2.18917,2.27292,2.68917,5.78542,3.38083,3.60042,3.19083,5.07292,7.13917,8.14792,5.9375,3.71583,4.2975,4.26125,4.54083,5.80292,5.78542,7.95792,5.52708,3.12958,2.57208,1.75917,3.3975
ElkGrove,38.416,-121.3842,0.10833,1.15458,0.98667,1.605,4.72042,6.605,5.49083,6.11792,4.49042,6.1925,4.26667,2.21583,2.22958,3.21417,1.295,4.17875,4.1875,4.05667,1.745,4.70708,3.8475,5.58167,6.59542,8.06042,10.06917,7.82625,5.93167,5.9225,4.965,5.5675,6.03292,2.75667
PembrokePines,26.0128,-80.3382,0.50708,6.74208,6.60458,5.40583,7.85042,6.97667,5.95042,3.33667,4.97375,4.16458,3.44167,2.91833,4.06417,4.12667,4.62792,3.96375,3.48167,3.59792,3.81292,7.5025,9.53167,9.57333,4.89042,3.45292,5.28625,1.75208,2.62958,3.40042,5.86167,5.82292,7.66708,6.6925
Vallejo,38.1133,-122.2358,0.095,1.13042,1.02292,1.75,6.9675,6.55375,3.93417,4.38625,5.4425,4.88208,2.41458,1.17958,1.40875,0.58042,1.10875,3.48083,3.58208,2.85125,1.30292,4.34333,2.18708,4.09208,5.64,7.33042,8.42708,6.275,3.23375,3.9925,2.88875,4.45208,4.96083,2.03083
GardenGrove,33.7787,-117.9601,0.22875,5.53,8.03667,6.11625,12.35708,14.23042,10.4825,11.62542,2.57667,3.11583,4.23375,10.855,7.46167,4.16125,5.88875,4.13167,9.99917,25.10333,9.91042,7.91583,6.60083,8.5,5.89042,9.68375,9.25,14.24667,15.85167,6.08583,7.8675,4.01083,2.77458,3.61875
Enterprise,36.0164,-115.2208,0.35292,6.6075,4.43917,5.64167,4.36083,5.12167,7.88708,11.96708,11.82958,8.06917,4.66375,3.33792,13.465,13.74,7.725,2.96667,2.48667,4.11667,4.21625,4.20125,8.4125,7.28125,9.67667,10.81083,6.81125,9.92125,11.175,10.58958,11.62625,11.25667,11.72083,8.94875
Medford,42.3372,-122.8537,0.02875,0.86333,0.82417,1.54417,3.86042,5.0125,4.1075,3.60167,3.73833,3.795,2.52125,0.53542,0.68167,0.52958,0.805,1.43167,1.58542,0.78958,0.72833,2.07042,1.945,1.63917,2.9975,5.41667,6.56833,7.27958,9.89,4.54333,1.67,0.97458,1.64667,1.27458
Cary,35.782,-78.8191,0.21292,2.63542,3.39167,6.67042,6.895,4.71625,3.56375,7.62292,8.09917,6.72,9.4825,5.19042,4.41042,5.71208,5.42,6.54333,8.86667,9.56083,9.91875,12.62875,6.09,5.41,4.10833,1.19875,4.87417,5.71792,3.67542,1.38917,1.58542,4.55708,4.75292,5.42708
Marysville,48.0809,-122.1561,0.05167,2.28167,4.10833,4.26917,5.58833,4.92,7.56958,6.31542,4.7925,5.755,1.38375,1.65042,1.20167,3.74458,7.68708,12.0325,3.77833,2.03417,2.89,3.38833,3.26083,2.865,4.48125,7.42667,13.25167,15.04292,11.90833,1.60958,2.57833,2.06583,2.39667,1.61917
Corona,33.8616,-117.5649,0.19208,7.4325,6.85042,6.47083,12.69917,17.09833,16.25042,15.67,3.90708,2.62583,6.24292,9.28417,11.285,4.94708,5.09375,4.46792,8.88417,12.53,11.705,7.90833,7.72542,9.15042,6.53417,7.2125,8.87167,12.54792,16.71583,10.23792,7.145,4.8625,3.22125,3.86958
Ocala,29.178,-82.1511,0.17208,3.37792,6.53833,4.94,3.975,4.95125,3.82958,5.18458,4.19125,3.96042,3.84,2.28625,2.22958,3.44875,4.87042,2.73125,2.39833,3.05125,4.6225,7.77833,10.64583,7.71833,5.26917,4.22375,5.91083,5.3975,2.13958,3.4675,2.76167,2.11292,4.8225,4.99
Fredericksburg,38.2992,-77.4872,0.30458,2.68542,3.60875,2.20833,4.74375,2.86708,3.17417,3.90083,4.47125,6.36333,6.28292,4.37,4.95208,8.66,3.73792,6.90792,7.62958,4.66,5.32917,10.74,5.84292,12.82958,3.87875,1.3,4.28417,6.94875,4.97333,1.64708,2.05,5.53208,5.07417,3.17
Gainesville,34.2903,-83.8301,0.14667,5.33875,6.3375,4.6525,2.92,2.9325,2.62333,5.57542,8.27083,10.45792,8.85917,5.94958,5.40417,2.63292,5.18333,8.85583,10.18042,10.08417,16.00042,14.77167,7.38125,4.35667,2.00583,2.08417,5.32917,6.61375,5.73,3.00833,7.11208,9.61667,4.52083,2.70167
Manchester,42.9848,-71.4447,0.23292,1.8375,1.48375,1.5775,0.99917,0.76167,1.12875,1.62292,2.7775,3.58625,3.20167,3.84583,3.20417,6.35125,8.75833,14.81125,1.625,1.665,8.11917,9.49125,2.80083,1.25042,0.69292,0.83875,0.945,5.35667,8.2125,7.54333,2.49292,6.50167,9.59375,11.03792
Bayamón,18.3793,-66.1635,0.15292,3.58292,3.9325,4.5575,4.21375,3.06,4.63125,4.56875,5.37125,4.3525,4.2,3.92375,4.645,5.50083,5.1825,3.99417,4.51792,5.33583,3.49042,3.01583,4.09667,5.52083,4.17917,3.91917,4.19125,4.13833,4.14458,3.96625,4.58917,4.38875,4.54833,3.33667
Champaign,40.1144,-88.2735,0.0825,2.505,1.31708,3.18667,2.815,2.45917,3.70375,4.42875,10.44875,11.75792,8.70792,10.56958,6.11208,4.95042,5.81292,8.3275,7.05417,12.12417,5.85542,3.38833,4.99833,3.21917,2.16375,4.78875,8.32125,11.91458,8.28292,11.99125,10.65167,7.84833,5.16667,2.05458
Alexandria,38.8185,-77.0861,0.31958,4.65625,4.25708,3.37,5.58792,4.59,6.95333,7.24542,7.77542,8.76375,12.77625,6.22208,7.59333,11.10583,5.92792,8.03792,8.67292,3.4975,4.5775,13.11458,10.69875,13.035,2.55417,1.70958,8.17458,8.47292,5.2675,2.04042,3.35042,8.70208,7.92667,3.96417
Hayward,37.6328,-122.0772,0.2325,6.34542,5.1675,9.1675,12.02708,10.58625,6.45792,4.51208,4.45875,5.6225,2.98,3.22125,6.49708,3.75583,3.625,6.63583,3.63625,4.93625,3.1625,6.215,3.48625,4.505,5.49958,8.2475,10.4925,8.67583,3.53958,2.61833,3.53,3.64417,5.16875,3.59
Springfield,39.771,-89.6538,0.055,1.63042,1.60292,3.75833,4.35375,1.8375,4.05333,7.37417,7.65333,7.9625,10.5725,7.97917,4.13875,4.99958,4.98208,6.32958,8.62292,9.33375,4.10125,4.06208,5.21583,1.815,2.5925,5.60083,8.11875,12.67583,9.16125,12.93417,11.19375,7.78875,4.49542,3.36167
Lakewood,39.6977,-105.1168,0.2575,3.65833,1.92083,3.86042,5.15375,17.36292,3.75042,6.10208,5.17333,2.51875,3.14042,3.13583,8.9375,4.615,3.43625,1.83,1.79208,5.46333,2.56125,2.70167,6.64833,4.69,3.75542,2.55292,2.88292,6.88542,4.24583,4.67625,7.61708,7.87292,2.87375,5.39875
Lafayette,40.399,-86.8594,0.03458,1.07417,1.17417,6.23583,0.94167,1.22417,4.48833,5.39625,7.41,8.92917,9.63542,10.46917,5.96083,5.47417,6.18875,10.04083,7.06,10.045,5.68583,2.96667,7.51458,4.27958,1.8425,4.89417,7.72917,10.26375,8.52167,12.97625,11.8025,10.89542,6.70333,3.71583
Frederick,39.4336,-77.4141,0.27667,3.14542,3.97125,2.45792,3.39125,1.79,2.385,2.65125,4.16917,8.66292,10.70667,8.19667,8.75833,11.52042,9.55208,7.94708,7.91583,3.19583,5.455,10.37625,5.18,6.35167,1.43208,1.01042,4.27667,9.23792,6.52792,2.53583,2.7625,10.00292,8.9825,3.64667
LakeCharles,30.2012,-93.2122,0.43875,6.93583,7.03458,10.44792,11.35167,2.86208,5.0225,5.48917,6.99542,6.27083,4.44,2.95792,1.51833,1.92333,2.73917,6.92417,4.67125,4.57708,4.27083,5.57375,5.26333,4.84375,6.19917,4.87542,7.59875,8.48417,6.14333,12.72417,5.35625,2.70083,2.46042,9.76042
Odessa,31.8831,-102.3406,0.18,6.8625,8.16708,3.5625,1.43375,2.03,3.38208,3.56208,3.10417,1.55083,3.54125,1.9675,2.95167,3.86583,4.525,1.72958,0.71125,0.9225,2.91167,3.3175,3.14333,2.19625,1.2725,1.48625,1.25,2.12375,1.775,1.89792,1.85833,1.11167,6.30458,11.51833
Tuscaloosa,33.2348,-87.5267,0.18625,4.26583,5.95542,4.48042,5.82375,3.93125,5.4425,6.34458,7.09125,7.06375,7.05333,4.10167,1.41958,2.05208,4.13292,6.67917,5.30208,6.94833,5.97167,4.48833,3.1125,3.78417,2.25042,3.88708,6.96708,6.99542,5.1825,1.25625,3.83458,4.83208,3.26667,1.74542
WarnerRobins,32.597,-83.6529,0.19083,4.11,5.05625,5.59583,3.5025,4.45333,3.2725,4.81458,5.85,6.55458,5.39917,2.53833,2.36917,3.44167,5.65417,3.96792,5.34333,11.16583,8.71292,5.80833,5.75333,4.13083,2.48167,2.6,3.52833,5.0025,3.54,2.66875,5.04292,4.13583,2.53292,3.08333
Palmdale,34.5944,-118.1057,0.26208,5.70917,7.05417,11.62875,9.67542,11.34042,10.36333,11.29958,6.73458,2.88583,5.01042,4.93042,7.33375,4.06167,1.34583,4.07042,3.74,4.52042,7.3825,11.45,14.86625,9.90958,12.35667,10.12208,15.53583,12.61208,11.91167,13.01792,12.57917,10.22917,7.86042,6.55042
Hollywood,26.0294,-80.1679,0.44708,5.80208,6.36375,4.62042,6.3,5.3075,6.70458,3.15167,4.48583,3.62917,2.92833,2.71542,4.02208,4.14583,4.61583,3.785,2.92333,2.73375,3.3925,6.98208,8.37792,7.65833,5.79292,4.14958,4.19208,1.31958,2.13375,3.10875,5.20375,6.02375,7.98333,6.42667
Midland,32.0249,-102.1137,0.15208,6.57,7.08292,3.36125,1.34792,2.17208,3.44958,3.46792,2.81667,1.30875,3.19417,1.59625,2.56,3.67083,4.52292,2.07292,0.63458,0.825,2.84583,3.01583,3.02708,2.17125,2.34542,1.40333,1.04583,2.31375,1.78,1.2175,1.24583,1.11125,6.4525,11.19875
Leesburg,28.7657,-81.8996,0.14208,3.48833,5.8525,4.08375,2.92375,8.3625,4.12,4.51958,4.08,3.5975,3.30875,2.17917,2.25083,3.16458,4.81625,2.805,2.63833,3.62292,4.57083,6.54167,7.18292,8.66833,6.005,4.53833,5.93708,4.55167,2.10375,2.57042,2.36958,2.545,5.61292,5.34875
PortArthur,29.8554,-93.9264,0.30458,6.72083,8.17208,12.395,11.69,3.43792,5.33042,6.34458,5.63708,6.87917,5.48542,5.25958,1.89958,1.98958,2.6425,7.37958,4.21292,6.415,4.57042,5.89333,6.06292,4.82,3.23417,5.13625,6.75875,8.32417,6.36875,17.065,2.28417,2.02375,3.1025,10.10708
Muskegon,43.2281,-86.2563,0.07542,1.50708,1.72792,0.67,0.66542,3.11333,13.42417,18.33958,11.18625,11.06792,13.49,8.33375,7.11083,6.97208,7.76083,20.48,5.78958,7.84917,11.94792,2.33542,0.63833,0.53125,1.06417,2.27625,11.13417,12.19958,12.36083,21.62,12.10708,11.86542,7.74583,6.71583
Macon,32.8065,-83.6974,0.21292,4.78208,5.17417,4.9725,4.41625,4.76042,2.95083,4.93542,7.02042,8.04292,6.00292,3.08458,2.48958,3.2925,5.80458,4.76875,8.18375,14.7225,10.57708,5.87042,6.09917,4.16417,2.92875,2.41,3.88208,5.58042,3.95167,2.76625,5.71042,5.53125,2.57042,3.28458
KansasCity,39.1234,-94.7443,0.12417,3.78417,1.68125,4.66958,4.51375,4.6625,4.42542,3.64958,4.80375,5.75083,5.35792,3.16,1.74917,1.41542,1.27875,2.16458,4.71708,5.83792,2.60542,6.195,3.05375,1.39708,2.49417,5.24292,8.1675,7.22958,9.32458,12.01083,6.74458,5.42542,2.2525,1.94208
Sunnyvale,37.3836,-122.0256,0.13083,4.26125,3.22917,7.18167,11.54875,14.59667,10.9,4.27583,4.18667,5.43542,3.09292,1.5125,2.13333,2.20417,2.5075,6.01458,3.61625,4.12542,2.03458,6.03875,2.63583,4.215,5.45833,7.84333,12.67167,11.94833,5.18,3.50333,3.04,3.55,4.64917,2.68
Pomona,34.0585,-117.7626,0.30375,9.735,11.85,7.79083,22.50667,28.41708,22.32542,17.82125,4.26333,3.61125,7.82792,19.39458,17.26917,5.08792,6.13292,5.71292,13.54625,21.97375,19.785,15.02333,11.79125,16.64917,8.14208,12.26542,13.355,23.47083,25.3525,13.52292,13.89333,7.48292,4.8275,6.47667
Escondido,33.1347,-117.0722,0.17375,6.23458,8.00125,7.46167,11.32,7.91292,9.7625,9.5575,3.865,1.85583,2.505,4.00583,9.33917,4.56708,3.6625,3.35,5.1125,10.14917,10.02208,7.83417,7.14292,8.02917,5.85375,5.78167,10.38,9.65917,9.3625,10.36542,7.74208,5.6225,3.59167,3.53
Pasadena,29.6583,-95.1499,0.32333,8.48125,9.24583,11.48125,11.83583,3.0675,6.78083,8.94958,6.58875,7.90042,8.78667,8.65125,3.32625,3.77958,3.285,5.91708,5.71917,4.80208,5.68833,6.5125,8.95375,6.44875,4.065,6.34542,7.47083,8.61708,31.61083,22.50417,2.05333,3.53,4.36375,9.58417
NewBedford,41.6697,-70.9428,0.10917,2.28667,5.27417,4.49,2.2925,1.76167,6.42792,10.71,11.50792,21.63083,33.14625,14.35208,4.55292,5.1875,3.69917,9.72375,4.35125,0.85167,1.95792,9.78083,11.07083,1.20292,0.76292,1.07958,1.84292,17.57458,12.67458,5.02458,2.68167,22.12417,22.94208,9.52292
